caseID,personID,Age,Sex
MP20008881,5270,,MALE
MP20009125,5271,,UNKNOWN
MP20008281,5272,,UNKNOWN
MP20008615,5273,,UNKNOWN
MP20009142,5274,,UNKNOWN
MP20009141,5275,,UNKNOWN
MP20009140,5276,,UNKNOWN
MP20800814,5277,,UNKNOWN
MP20800816,5278,,UNKNOWN
MP20800813,5279,,UNKNOWN
MP20800807,5280,,UNKNOWN
MP20800811,5281,,UNKNOWN
MP20800825,5282,,UNKNOWN
MP20800828,5283,,UNKNOWN
MP20800831,5284,,UNKNOWN
MP20800832,5285,,UNKNOWN
MP20008400,5286,,UNKNOWN
MP20008988,5287,,UNKNOWN
MP20008848,5288,,UNKNOWN
MP20008860,5289,,UNKNOWN
MP20008879,5290,,UNKNOWN
MP20008885,5291,,UNKNOWN
MP20008889,5292,,UNKNOWN
MP20008950,5293,,UNKNOWN
MP20008952,5294,,UNKNOWN
MP20008968,5295,,UNKNOWN
MP20008981,5296,,UNKNOWN
MP20008990,5297,,UNKNOWN
MP20009066,5298,,UNKNOWN
MP20009068,5299,,UNKNOWN
MP20009076,5300,,UNKNOWN
MP20009081,5301,,UNKNOWN
MP20009171,5302,,UNKNOWN
MP20009177,5303,,UNKNOWN
MP20009180,5304,,UNKNOWN
MP20009186,5305,,UNKNOWN
MP20009200,5306,,UNKNOWN
MP20800836,5307,,UNKNOWN
MP20009246,5308,,UNKNOWN
MP20009241,5309,,UNKNOWN
MP20009237,5310,30,MALE
MP20009079,5311,,UNKNOWN
MP20009240,5312,,UNKNOWN
MP20009335,5313,,UNKNOWN
MP20800845,5314,,UNKNOWN
MP20800846,5315,,UNKNOWN
MP20009334,5316,,MALE
MP20009238,5317,,UNKNOWN
MP20009339,5318,,UNKNOWN
MP20009360,5319,,UNKNOWN
MP20009389,5320,,UNKNOWN
MP20009324,5321,,UNKNOWN
MP20009358,5322,,UNKNOWN
MP20009452,5323,,UNKNOWN
MP20009435,5324,,UNKNOWN
MP20009428,5325,,UNKNOWN
MP20009425,5326,,UNKNOWN
MP20009340,5327,,UNKNOWN
MP20009424,5328,,UNKNOWN
MP20009239,5329,,UNKNOWN
MP20009259,5330,,UNKNOWN
MP20009308,5331,,UNKNOWN
MP20009336,5332,,UNKNOWN
MP20009427,5333,,UNKNOWN
MP20800849,5334,,UNKNOWN
MP20800865,5335,,UNKNOWN
MP20800866,5336,,UNKNOWN
MP20800864,5337,,UNKNOWN
MP20009517,5338,,UNKNOWN
MP20009539,5339,,UNKNOWN
MP20009044,5340,,UNKNOWN
MP20009501,5341,,MALE
MP20009597,5342,,UNKNOWN
MP20009619,5343,,MALE
MP20009593,5344,30,MALE
MP20009598,5345,,UNKNOWN
MP20009678,5346,,MALE
MP20009646,5347,20,MALE
MP20800884,5348,,UNKNOWN
MP20800882,5349,,UNKNOWN
MP20009729,5350,,MALE
MP20009746,5351,,UNKNOWN
MP20009751,5352,,UNKNOWN
MP20009783,5353,,UNKNOWN
MP20009499,5354,,UNKNOWN
MP20009667,5355,,UNKNOWN
MP20009668,5356,,UNKNOWN
MP20009681,5357,,UNKNOWN
MP20009691,5358,,UNKNOWN
MP20009742,5359,,UNKNOWN
MP20009766,5360,,UNKNOWN
MP20009787,5361,,UNKNOWN
MP20800875,5362,,UNKNOWN
MP20800893,5363,,UNKNOWN
MP20800902,5364,,UNKNOWN
MP20007606,5365,,UNKNOWN
MP20009800,5366,,UNKNOWN
MP20009927,5367,,UNKNOWN
MP20010009,5368,,UNKNOWN
MP20010013,5369,,MALE
MP20010013,5370,,UNKNOWN
MP20010029,5371,,UNKNOWN
MP20010007,5372,20,MALE
MP20007793,5373,,MALE
MP20010010,5374,,UNKNOWN
MP20009842,5375,,UNKNOWN
MP20009955,5376,,UNKNOWN
MP20009994,5377,,UNKNOWN
MP20010006,5378,,UNKNOWN
MP20010108,5379,,UNKNOWN
MP20009810,5380,,UNKNOWN
MP20009816,5381,,UNKNOWN
MP20800918,5382,,UNKNOWN
MP20009997,5383,,UNKNOWN
MP20800920,5384,,UNKNOWN
MP20800919,5385,,UNKNOWN
MP20010151,5386,,UNKNOWN
MP20010157,5387,,UNKNOWN
MP20010213,5388,,UNKNOWN
MP20010240,5389,,UNKNOWN
MP20010021,5390,,UNKNOWN
MP20010279,5391,,UNKNOWN
MP20010261,5392,,MALE
MP20010351,5393,,UNKNOWN
MP20010344,5394,,UNKNOWN
MP20010096,5395,,UNKNOWN
MP20010105,5396,,UNKNOWN
MP20010106,5397,,UNKNOWN
MP20010104,5398,,UNKNOWN
MP20010189,5399,,UNKNOWN
MP20010196,5400,,UNKNOWN
MP20010203,5401,,UNKNOWN
MP20010212,5402,,UNKNOWN
MP20010264,5403,,UNKNOWN
MP20010281,5404,,UNKNOWN
MP20010371,5405,,UNKNOWN
MP20010386,5406,,UNKNOWN
MP20010382,5407,,UNKNOWN
MP20009870,5408,30,MALE
MP20800925,5409,,UNKNOWN
MP20800932,5410,,UNKNOWN
MP20800930,5411,,UNKNOWN
MP20010392,5412,,UNKNOWN
MP20010387,5413,17,MALE
MP20002670,5414,,UNKNOWN
MP20005353,5415,,UNKNOWN
MP20003292,5416,,UNKNOWN
MP19037549,5417,,UNKNOWN
MP20000418,5418,20,MALE
MP20002496,5419,20,MALE
MP20004011,5420,,MALE
MP20004148,5421,,UNKNOWN
MP20004057,5422,,UNKNOWN
MP20005577,5423,,MALE
MP20006734,5424,,FEMALE
MP20006819,5425,,MALE
MP20007349,5426,,UNKNOWN
MP20007823,5427,20,MALE
MP20004881,5429,,UNKNOWN
MP20009866,5430,,UNKNOWN
MP20009868,5431,,UNKNOWN
MP20003851,5432,30,MALE
MP20006291,5433,,UNKNOWN
MP20006710,5434,,UNKNOWN
MP20002432,3842,17,FEMALE
MP20010270,2903,36,MALE
MP20002601,5435,,MALE
MP20003119,3075,32,MALE
MP20008968,2977,34,MALE
MP20005144,3157,31,MALE
MP20005613,3255,29,MALE
MP20005466,3500,25,MALE
MP20009782,3429,26,FEMALE
MP20007795,2981,34,MALE
MP20007060,2922,36,MALE
MP20001719,5441,49,UNKNOWN
MP20001719,5442,38,UNKNOWN
MP20005540,2581,44,MALE
MP20000058,3322,28,MALE
MP20001549,2365,52,MALE
MP20007776,2665,41,MALE
MP19037590,2878,36,MALE
MP20010049,2631,43,MALE
MP20006854,2627,43,MALE
MP20006702,2788,38,MALE
MP20006705,2788,38,MALE
MP20006707,2788,38,MALE
MP20002331,3043,33,MALE
MP20000697,3505,25,MALE
MP20006781,3127,31,MALE
MP20002267,3206,30,FEMALE
MP20009904,2757,39,FEMALE
MP20010223,3614,22,FEMALE
MP20001191,2663,42,MALE
MP20006472,3890,16,MALE
MP20006481,3890,16,MALE
MP20004234,3195,30,MALE
MP20002268,2589,44,MALE
MP20006666,3920,14,MALE
MP20007390,2391,51,MALE
MP20010049,3070,32,MALE
MP20002630,3873,16,FEMALE
MP20010186,3611,23,MALE
MP20006718,5445,,MALE
MP20008022,3286,29,FEMALE
MP20001628,2926,35,MALE
MP20002204,2985,34,MALE
MP20000408,2374,51,MALE
MP20006805,5447,26,FEMALE
MP20008314,2463,48,MALE
MP20008505,3882,16,MALE
MP20009894,3170,31,MALE
MP20002896,5449,,FEMALE
MP20009233,3152,31,MALE
MP20002365,3477,25,FEMALE
MP20009639,2896,36,MALE
